Date,Voucher Number,Voucher Type,Status,Customer Name,State,Region,Product Name,Quantity,Rate,Product Net Amount,CGST,SGST,IGST,Other Charges,Invoice Total
2026-04-25,GST/0063/26-27,GST Sales,Sale,Anantech Ventures Limited (Sales A/c),Unknown State,Unknown Region,SPONGE IRON,65.71,28000.0,1839880.0,165589.2,165589.2,0,1839880.0,2171058.4
2026-04-25,GST/0065/26-27,GST Sales,Sale,Anantech Ventures Limited (Sales A/c),Unknown State,Unknown Region,SPONGE IRON,44.97,27900.0,1254663.0,112919.67,112919.67,0,1254663.0,1480502.34
2026-04-25,GST/0064/26-27,GST Sales,Sale,Anantech Ventures Limited (Sales A/c),Unknown State,Unknown Region,SPONGE IRON,65.4,28000.0,1831200.0,164808.0,164808.0,0,1831200.0,2160816.0
2026-05-13,GST/0105/26-27,GST Sales,Sale,SURYANSH TRACKING SYSTEMS PVT LTD,Unknown State,Unknown Region,SPONGE IRON,35.75,29580.0,1057485.0,95173.65,95173.65,0,1057485.0,1247832.3
2026-05-13,GST/0104/26-27,GST Sales,Sale,Anantech Ventures Limited (Sales A/c),Unknown State,Unknown Region,SPONGE IRON,37.96,27600.0,1047696.0,158380.65,158380.65,0,1759785.0,2076546.3
2026-05-13,GST/0104/26-27,GST Sales,Sale,Anantech Ventures Limited (Sales A/c),Unknown State,Unknown Region,SPONGE IRON,26.67,26700.0,712089.0,0.0,0.0,0.0,0.0,0.0
2026-05-14,GST/0107/26-27,GST Sales,Sale,Palamu Iron & Steel,Unknown State,Unknown Region,SPONGE IRON,63.8,26800.0,1709840.0,153885.6,153885.6,0,1709840.0,2017611.2
2026-05-15,GST/0109/26-27,GST Sales,Sale,Anantech Ventures Limited (Sales A/c),Unknown State,Unknown Region,SPONGE IRON,49.84,27600.0,1375584.0,159342.93,159342.93,0,1770477.0,2089162.86
2026-05-15,GST/0109/26-27,GST Sales,Sale,Anantech Ventures Limited (Sales A/c),Unknown State,Unknown Region,SPONGE IRON,14.79,26700.0,394893.0,0.0,0.0,0.0,0.0,0.0
2026-05-14,GST/0106/26-27,GST Sales,Sale,SURYANSH TRACKING SYSTEMS PVT LTD,Unknown State,Unknown Region,SPONGE IRON,35.34,27300.0,964782.0,86830.38,86830.38,0,964782.0,1138442.76
2026-05-15,GST/0108/26-27,GST Sales,Sale,Anantech Ventures Limited (Sales A/c),Unknown State,Unknown Region,SPONGE IRON,30.56,27700.0,846512.0,165520.8,165520.8,0,1839120.0,2170161.6
2026-05-15,GST/0108/26-27,GST Sales,Sale,Anantech Ventures Limited (Sales A/c),Unknown State,Unknown Region,SPONGE IRON,10.38,28000.0,290640.0,0.0,0.0,0.0,0.0,0.0
2026-05-15,GST/0108/26-27,GST Sales,Sale,Anantech Ventures Limited (Sales A/c),Unknown State,Unknown Region,SPONGE IRON,24.04,29200.0,701968.0,0.0,0.0,0.0,0.0,0.0
2026-05-15,GST/0110/26-27,GST Sales,Sale,Palamu Iron & Steel,Unknown State,Unknown Region,SPONGE IRON,65.19,26800.0,1747092.0,157238.28,157238.28,0,1747092.0,2061568.56
2026-05-17,GST/0111/26-27,GST Sales,Sale,Anantech Ventures Limited (Sales A/c),Unknown State,Unknown Region,SPONGE IRON,64.05,29200.0,1870260.0,168323.4,168323.4,0,1870260.0,2206906.8
2026-05-18,GST/0113/26-27,GST Sales,Sale,Anantech Ventures Limited (Sales A/c),Unknown State,Unknown Region,SPONGE IRON,65.51,26700.0,1749117.0,157420.53,157420.53,0,1749117.0,2063958.06
2026-05-22,GST/0115/26-27,GST Sales,Sale,Anantech Ventures Limited (Sales A/c),Unknown State,Unknown Region,SPONGE IRON,64.64,26700.0,1725888.0,155329.92,155329.92,0,1725888.0,2036547.84
2026-05-25,GST/0116/26-27,GST Sales,Sale,Anantech Ventures Limited (Sales A/c),Unknown State,Unknown Region,SPONGE IRON,65.51,26700.0,1749117.0,157420.53,157420.53,0,1749117.0,2063958.06
2026-05-28,GST/0118/26-27,GST Sales,Sale,M/s Pinnacle Solutions,Unknown State,Unknown Region,SPONGE IRON,50.36,26150.0,1316914.0,118522.26,118522.26,0,1316914.0,1553958.52
2026-05-28,GST/0117/26-27,GST Sales,Sale,M/s Pinnacle Solutions,Unknown State,Unknown Region,SPONGE IRON,64.87,26150.0,1696350.5,152671.55,152671.55,0,1696350.5,2001693.6
2026-05-30,GST/0122/26-27,GST Sales,Sale,Anantech Ventures Limited (Sales A/c),Unknown State,Unknown Region,SPONGE IRON,65.31,26700.0,1743777.0,156939.93,156939.93,0,1743777.0,2057656.86
2026-05-29,GST/0119/26-27,GST Sales,Sale,Shivans Steel Private Limited (Sales A/c),Unknown State,Unknown Region,SPONGE IRON,63.47,25975.0,1648633.25,148376.99,148376.99,0,1648633.25,1945387.23
2026-05-30,GST/0123/26-27,GST Sales,Sale,Anantech Ventures Limited (Sales A/c),Unknown State,Unknown Region,SPONGE IRON,58.07,26700.0,1550469.0,155252.84,155252.84,0,1725031.5,2035537.18
2026-05-30,GST/0123/26-27,GST Sales,Sale,Anantech Ventures Limited (Sales A/c),Unknown State,Unknown Region,SPONGE IRON,6.65,26250.0,174562.5,0.0,0.0,0.0,0.0,0.0
2026-05-30,GST/0120/26-27,GST Sales,Sale,M/s Pinnacle Solutions,Unknown State,Unknown Region,SPONGE IRON,48.71,26150.0,1273766.5,114638.99,114638.99,0,1273766.5,1503044.48
2026-05-31,GST/0125/26-27,GST Sales,Sale,Shivans Steel Private Limited (Sales A/c),Unknown State,Unknown Region,SPONGE IRON,47.22,25975.0,1226539.5,157618.58,157618.58,0,1751317.5,2066554.66
2026-05-31,GST/0125/26-27,GST Sales,Sale,Shivans Steel Private Limited (Sales A/c),Unknown State,Unknown Region,SPONGE IRON,17.88,29350.0,524778.0,0.0,0.0,0.0,0.0,0.0
2026-06-02,GST/0128/26-27,GST Sales,Sale,Shivans Steel Private Limited (Sales A/c),Unknown State,Unknown Region,SPONGE IRON,65.45,25975.0,1700063.75,153005.74,153005.74,0,1700063.75,2006075.23
2026-06-03,GST/0131/26-27,GST Sales,Sale,Shivans Steel Private Limited (Sales A/c),Unknown State,Unknown Region,SPONGE IRON,64.89,25975.0,1685517.75,151696.6,151696.6,0,1685517.75,1988910.95
2026-06-04,GST/0134/26-27,GST Sales,Sale,Anantech Ventures Limited (Sales A/c),Unknown State,Unknown Region,SPONGE IRON,35.38,26800.0,948184.0,123298.7,123298.7,0,1369985.5,1616582.9
2026-06-04,GST/0134/26-27,GST Sales,Sale,Anantech Ventures Limited (Sales A/c),Unknown State,Unknown Region,SPONGE IRON,14.57,28950.0,421801.5,0.0,0.0,0.0,0.0,0.0
2026-06-02,GST/0127/26-27,GST Sales,Sale,Shivans Steel Private Limited (Sales A/c),Unknown State,Unknown Region,SPONGE IRON,55.74,26200.0,1460388.0,154702.98,154702.98,0,1718922.0,2028327.96
2026-06-02,GST/0127/26-27,GST Sales,Sale,Shivans Steel Private Limited (Sales A/c),Unknown State,Unknown Region,SPONGE IRON,9.54,27100.0,258534.0,0.0,0.0,0.0,0.0,0.0
2026-06-03,GST/0130/26-27,GST Sales,Sale,Shivans Steel Private Limited (Sales A/c),Unknown State,Unknown Region,SPONGE IRON,64.9,26200.0,1700380.0,153034.2,153034.2,0,1700380.0,2006448.4
2026-06-04,GST/0133/26-27,GST Sales,Sale,Shivans Steel Private Limited (Sales A/c),Unknown State,Unknown Region,SPONGE IRON,64.85,26200.0,1699070.0,152916.3,152916.3,0,1699070.0,2004902.6
2026-06-01,GST/0126/26-27,GST Sales,Sale,M/s Pinnacle Solutions,Unknown State,Unknown Region,SPONGE IRON,25.85,26150.0,675977.5,113260.28,113260.28,0,1258447.5,1484968.06
2026-06-01,GST/0126/26-27,GST Sales,Sale,M/s Pinnacle Solutions,Unknown State,Unknown Region,SPONGE IRON,21.98,26500.0,582470.0,0.0,0.0,0.0,0.0,0.0
2026-06-03,GST/0129/26-27,GST Sales,Sale,Shivans Steel Private Limited (Sales A/c),Unknown State,Unknown Region,SPONGE IRON,65.7,26200.0,1721340.0,154920.6,154920.6,0,1721340.0,2031181.2
2026-06-04,GST/0132/26-27,GST Sales,Sale,SURYANSH TRACKING SYSTEMS PVT LTD,Unknown State,Unknown Region,SPONGE IRON,48.5,26280.0,1274580.0,114712.2,114712.2,0,1274580.0,1504004.4
2026-06-05,GST/0135/26-27,GST Sales,Sale,Shivans Steel Private Limited (Sales A/c),Unknown State,Unknown Region,SPONGE IRON,64.81,26200.0,1698022.0,152821.98,152821.98,0,1698022.0,2003665.96
2026-06-06,GST/0136/26-27,GST Sales,Sale,Shivans Steel Private Limited (Sales A/c),Unknown State,Unknown Region,SPONGE IRON,65.08,26200.0,1705096.0,153458.64,153458.64,0,1705096.0,2012013.28
2026-06-07,GST/0138/26-27,GST Sales,Sale,Shivans Steel Private Limited (Sales A/c),Unknown State,Unknown Region,SPONGE IRON,65.59,26200.0,1718458.0,154661.22,154661.22,0,1718458.0,2027780.44
2026-06-09,GST/0141/26-27,GST Sales,Sale,SURYANSH TRACKING SYSTEMS PVT LTD,Unknown State,Unknown Region,SPONGE IRON,36.08,25830.0,931946.4,83875.18,83875.18,0,931946.4,1099696.76
2026-06-06,GST/0137/26-27,GST Sales,Sale,Anantech Ventures Limited (Sales A/c),Unknown State,Unknown Region,SPONGE IRON,64.32,26800.0,1723776.0,155139.84,155139.84,0,1723776.0,2034055.68
2026-06-08,GST/0139/26-27,GST Sales,Sale,Shivans Steel Private Limited (Sales A/c),Unknown State,Unknown Region,SPONGE IRON,42.78,25975.0,1111210.5,187803.77,187803.77,0,2086708.5,2462316.04
2026-06-08,GST/0139/26-27,GST Sales,Sale,Shivans Steel Private Limited (Sales A/c),Unknown State,Unknown Region,SPONGE IRON,37.81,25800.0,975498.0,0.0,0.0,0.0,0.0,0.0
2026-06-10,GST/0142/26-27,GST Sales,Sale,Shivans Steel Private Limited (Sales A/c),Unknown State,Unknown Region,SPONGE IRON,16.19,25975.0,420535.25,113173.85,113173.85,0,1257487.25,1483834.95
2026-06-10,GST/0142/26-27,GST Sales,Sale,Shivans Steel Private Limited (Sales A/c),Unknown State,Unknown Region,SPONGE IRON,32.44,25800.0,836952.0,0.0,0.0,0.0,0.0,0.0
2026-06-09,GST/0140/26-27,GST Sales,Sale,SURYANSH TRACKING SYSTEMS PVT LTD,Unknown State,Unknown Region,SPONGE IRON,50.58,26280.0,1329242.4,119631.82,119631.82,0,1329242.4,1568506.04
2026-06-10,SSL/2526/CN/001,Credit Note ( Sales),Return,Brijbihari Concast Pvt Ltd,Unknown State,Unknown Region,SPONGE IRON,0.0,0.0,351461.0,0,0,63262.98,351461.11,414724.09
2026-06-12,GST/0146/26-27,GST Sales,Sale,SURYANSH TRACKING SYSTEMS PVT LTD,Unknown State,Unknown Region,SPONGE IRON,35.0,25830.0,904050.0,81364.5,81364.5,0,904050.0,1066779.0
2026-06-12,GST/0147/26-27,GST Sales,Sale,SURYANSH TRACKING SYSTEMS PVT LTD,Unknown State,Unknown Region,SPONGE IRON,51.74,25830.0,1336444.2,120279.98,120279.98,0,1336444.2,1577004.16
2026-06-13,GST/0152/26-27,GST Sales,Sale,SURYANSH TRACKING SYSTEMS PVT LTD,Unknown State,Unknown Region,SPONGE IRON,75.84,25830.0,1958947.2,176305.25,176305.25,0,1958947.2,2311557.7
2026-06-11,GST/0143/26-27,GST Sales,Sale,SURYANSH TRACKING SYSTEMS PVT LTD,Unknown State,Unknown Region,SPONGE IRON,62.7,25830.0,1619541.0,145758.69,145758.69,0,1619541.0,1911058.38
2026-06-11,GST/0145/26-27,GST Sales,Sale,Anantech Ventures Limited (Sales A/c),Unknown State,Unknown Region,SPONGE IRON,65.35,26800.0,1751380.0,157624.2,157624.2,0,1751380.0,2066628.4
2026-06-12,GST/0148/26-27,GST Sales,Sale,Shivans Steel Private Limited (Sales A/c),Unknown State,Unknown Region,SPONGE IRON,60.78,26400.0,1604592.0,144413.28,144413.28,0,1604592.0,1893418.56
2026-06-13,GST/0150/26-27,GST Sales,Sale,SURYANSH TRACKING SYSTEMS PVT LTD,Unknown State,Unknown Region,SPONGE IRON,34.91,26230.0,915689.3,82412.04,82412.04,0,915689.3,1080513.38
2026-06-13,GST/0151/26-27,GST Sales,Sale,Shivans Steel Private Limited (Sales A/c),Unknown State,Unknown Region,SPONGE IRON,64.61,26400.0,1705704.0,153513.36,153513.36,0,1705704.0,2012730.72
2026-06-16,GST/0156/26-27,GST Sales,Sale,Shivans Steel Private Limited (Sales A/c),Unknown State,Unknown Region,SPONGE IRON,61.12,26400.0,1613568.0,145221.12,145221.12,0,1613568.0,1904010.24
2026-06-18,GST/0157/26-27,GST Sales,Sale,Rattan Ispat Limited,Unknown State,Unknown Region,SPONGE IRON,58.34,15900.0,927606.0,0,0,166969.08,927606.0,1094575.08
2026-06-16,GST/0155/26-27,GST Sales,Sale,Shivans Steel Private Limited (Sales A/c),Unknown State,Unknown Region,SPONGE IRON,61.04,26400.0,1611456.0,145031.04,145031.04,0,1611456.0,1901518.08
2026-06-19,GST/0158/26-27,GST Sales,Sale,SURYANSH TRACKING SYSTEMS PVT LTD,Unknown State,Unknown Region,SPONGE IRON,42.11,26680.0,1123494.8,101114.53,101114.53,0,1123494.8,1325723.86
2026-06-20,GST/0160/26-27,GST Sales,Sale,SURYANSH TRACKING SYSTEMS PVT LTD,Unknown State,Unknown Region,SPONGE IRON,6.2,25830.0,160146.0,150460.28,150460.28,0,1671780.9,1972701.46
2026-06-20,GST/0160/26-27,GST Sales,Sale,SURYANSH TRACKING SYSTEMS PVT LTD,Unknown State,Unknown Region,SPONGE IRON,57.63,26230.0,1511634.9,0.0,0.0,0.0,0.0,0.0
2026-06-21,GST/0165/26-27,GST Sales,Sale,Shivans Steel Private Limited (Sales A/c),Unknown State,Unknown Region,SPONGE IRON,65.25,25575.0,1668768.75,150189.19,150189.19,0,1668768.75,1969147.13
2026-06-22,GST/0166/26-27,GST Sales,Sale,SURYANSH TRACKING SYSTEMS PVT LTD,Unknown State,Unknown Region,SPONGE IRON,42.95,26680.0,1145906.0,103131.54,103131.54,0,1145906.0,1352169.08
2026-06-23,GST/0169/26-27,GST Sales,Sale,SURYANSH TRACKING SYSTEMS PVT LTD,Unknown State,Unknown Region,SPONGE IRON,60.01,25830.0,1550058.3,139505.25,139505.25,0,1550058.3,1829068.8
2026-06-20,GST/0159/26-27,GST Sales,Sale,SURYANSH TRACKING SYSTEMS PVT LTD,Unknown State,Unknown Region,SPONGE IRON,64.18,25830.0,1657769.4,149199.25,149199.25,0,1657769.4,1956167.9
2026-06-21,GST/0164/26-27,GST Sales,Sale,Shivans Steel Private Limited (Sales A/c),Unknown State,Unknown Region,SPONGE IRON,61.84,25575.0,1581558.0,142340.22,142340.22,0,1581558.0,1866238.44
2026-06-20,GST/0161/26-27,GST Sales,Sale,SURYANSH TRACKING SYSTEMS PVT LTD,Unknown State,Unknown Region,SPONGE IRON,42.02,26230.0,1102184.6,99196.61,99196.61,0,1102184.6,1300577.82
2026-06-21,GST/0162/26-27,GST Sales,Sale,SURYANSH TRACKING SYSTEMS PVT LTD,Unknown State,Unknown Region,SPONGE IRON,34.71,26230.0,910443.3,81939.9,81939.9,0,910443.3,1074323.1
2026-06-22,GST/0167/26-27,GST Sales,Sale,Shivans Steel Private Limited (Sales A/c),Unknown State,Unknown Region,SPONGE IRON,65.14,25575.0,1665955.5,149936.0,149936.0,0,1665955.5,1965827.5
2026-06-23,GST/0170/26-27,GST Sales,Sale,Shivans Steel Private Limited (Sales A/c),Unknown State,Unknown Region,SPONGE IRON,31.62,25575.0,808681.5,141282.97,141282.97,0,1569810.75,1852376.69
2026-06-23,GST/0170/26-27,GST Sales,Sale,Shivans Steel Private Limited (Sales A/c),Unknown State,Unknown Region,SPONGE IRON,29.19,26075.0,761129.25,0.0,0.0,0.0,0.0,0.0
2026-06-24,GST/0172/26-27,GST Sales,Sale,SURYANSH TRACKING SYSTEMS PVT LTD,Unknown State,Unknown Region,SPONGE IRON,48.82,25830.0,1261020.6,113491.85,113491.85,0,1261020.6,1488004.3
2026-06-25,GST/0176/26-27,GST Sales,Sale,Shivans Steel Private Limited (Sales A/c),Unknown State,Unknown Region,SPONGE IRON,4.97,25575.0,127107.75,113728.86,113728.86,0,1263654.0,1491111.72
2026-06-25,GST/0176/26-27,GST Sales,Sale,Shivans Steel Private Limited (Sales A/c),Unknown State,Unknown Region,SPONGE IRON,44.79,25375.0,1136546.25,0.0,0.0,0.0,0.0,0.0
2026-06-21,GST/0163/26-27,GST Sales,Sale,Shivans Steel Private Limited (Sales A/c),Unknown State,Unknown Region,SPONGE IRON,46.68,26200.0,1223016.0,153632.16,153632.16,0,1707024.0,2014288.32
2026-06-21,GST/0163/26-27,GST Sales,Sale,Shivans Steel Private Limited (Sales A/c),Unknown State,Unknown Region,SPONGE IRON,18.06,26800.0,484008.0,0.0,0.0,0.0,0.0,0.0
2026-06-22,GST/0168/26-27,GST Sales,Sale,Shivans Steel Private Limited (Sales A/c),Unknown State,Unknown Region,SPONGE IRON,61.99,25575.0,1585394.25,142685.48,142685.48,0,1585394.25,1870765.21
2026-06-25,GST/0173/26-27,GST Sales,Sale,SURYANSH TRACKING SYSTEMS PVT LTD,Unknown State,Unknown Region,SPONGE IRON,36.15,25830.0,933754.5,84037.91,84037.91,0,933754.5,1101830.32
2026-06-25,GST/0175/26-27,GST Sales,Sale,SURYANSH TRACKING SYSTEMS PVT LTD,Unknown State,Unknown Region,SPONGE IRON,56.8,15530.0,882104.0,79389.36,79389.36,0,882104.0,1040882.72
2026-06-25,GST/0174/26-27,GST Sales,Sale,SURYANSH TRACKING SYSTEMS PVT LTD,Unknown State,Unknown Region,SPONGE IRON,49.62,15530.0,770598.6,69353.87,69353.87,0,770598.6,909306.34
2026-06-26,GST/0179/26-27,GST Sales,Sale,Rattan Ispat Limited,Unknown State,Unknown Region,SPONGE IRON,64.74,15900.0,1029366.0,0,0,185285.88,1029366.0,1214651.88
2026-06-26,GST/0178/26-27,GST Sales,Sale,Anantech Ventures Limited (Sales A/c),Unknown State,Unknown Region,SPONGE IRON,22.01,26800.0,589868.0,166453.43,166453.43,0,1849482.5,2182389.36
2026-06-26,GST/0178/26-27,GST Sales,Sale,Anantech Ventures Limited (Sales A/c),Unknown State,Unknown Region,SPONGE IRON,43.51,28950.0,1259614.5,0.0,0.0,0.0,0.0,0.0
2026-06-27,GST/0180/26-27,GST Sales,Sale,Shivans Steel Private Limited (Sales A/c),Unknown State,Unknown Region,SPONGE IRON,65.4,25800.0,1687320.0,151858.8,151858.8,0,1687320.0,1991037.6
2026-06-26,GST/0177/26-27,GST Sales,Sale,Shivans Steel Private Limited (Sales A/c),Unknown State,Unknown Region,SPONGE IRON,64.51,25800.0,1664358.0,149792.22,149792.22,0,1664358.0,1963942.44
2026-06-26,SSL/2526/CN/002,Credit Note ( Sales),Return,Shivans Steel Private Limited (Sales A/c),Unknown State,Unknown Region,SPONGE IRON,0.0,0.0,19488.0,1753.92,1753.92,0,19488.16,22996.0
2026-06-27,GST/0181/26-27,GST Sales,Sale,PRMS Iron & Steel Pvt Ltd,Unknown State,Unknown Region,SPONGE IRON,49.81,25900.0,1290079.0,116107.11,116107.11,0,1290079.0,1522293.22
2026-06-29,GST/0183/26-27,GST Sales,Sale,M/s Pinnacle Solutions,Unknown State,Unknown Region,SPONGE IRON,62.62,25850.0,1618727.0,145685.43,145685.43,0,1618727.0,1910097.86
2026-06-30,GST/0189/26-27,GST Sales,Sale,PRMS Iron & Steel Pvt Ltd,Unknown State,Unknown Region,SPONGE IRON,51.85,25900.0,1342915.0,120862.35,120862.35,0,1342915.0,1584639.7
2026-07-01,GST/0190/26-27,GST Sales,Sale,Shivans Steel Private Limited (Sales A/c),Unknown State,Unknown Region,SPONGE IRON,64.94,25375.0,1647852.5,148306.73,148306.73,0,1647852.5,1944465.96
2026-07-05,GST/0197/26-27,GST Sales,Sale,M/s Pinnacle Solutions,Unknown State,Unknown Region,SPONGE IRON,62.24,25850.0,1608904.0,144801.36,144801.36,0,1608904.0,1898506.72
2026-06-29,GST/0184/26-27,GST Sales,Sale,Anantech Ventures Limited (Sales A/c),Unknown State,Unknown Region,SPONGE IRON,64.9,26800.0,1739320.0,156538.8,156538.8,0,1739320.0,2052397.6
2026-06-30,GST/0186/26-27,GST Sales,Sale,Shivans Steel Private Limited (Sales A/c),Unknown State,Unknown Region,SPONGE IRON,64.22,25375.0,1629582.5,146662.43,146662.43,0,1629582.5,1922907.36
2026-07-01,GST/0191/26-27,GST Sales,Sale,SURYANSH TRACKING SYSTEMS PVT LTD,Unknown State,Unknown Region,SPONGE IRON,65.15,25830.0,1682824.5,151454.21,151454.21,0,1682824.5,1985732.92
2026-07-02,GST/0192/26-27,GST Sales,Sale,SURYANSH TRACKING SYSTEMS PVT LTD,Unknown State,Unknown Region,SPONGE IRON,42.01,26680.0,1120826.8,100874.41,100874.41,0,1120826.8,1322575.62
2026-06-29,GST/0185/26-27,GST Sales,Sale,Shivans Steel Private Limited (Sales A/c),Unknown State,Unknown Region,SPONGE IRON,65.32,25775.0,1683623.0,151526.07,151526.07,0,1683623.0,1986675.14
2026-06-30,GST/0187/26-27,GST Sales,Sale,M/s Pinnacle Solutions,Unknown State,Unknown Region,SPONGE IRON,65.16,25850.0,1684386.0,151594.74,151594.74,0,1684386.0,1987575.48
2026-07-02,GST/0193/26-27,GST Sales,Sale,Shivans Steel Private Limited (Sales A/c),Unknown State,Unknown Region,SPONGE IRON,63.94,25375.0,1622477.5,146022.98,146022.98,0,1622477.5,1914523.46
2026-06-29,GST/0182/26-27,GST Sales,Sale,Shivans Steel Private Limited (Sales A/c),Unknown State,Unknown Region,SPONGE IRON,64.56,25375.0,1638210.0,147438.9,147438.9,0,1638210.0,1933087.8
2026-06-30,GST/0188/26-27,GST Sales,Sale,SURYANSH TRACKING SYSTEMS PVT LTD,Unknown State,Unknown Region,SPONGE IRON,41.04,26680.0,1094947.2,98545.25,98545.25,0,1094947.2,1292037.7
2026-07-03,GST/0194/26-27,GST Sales,Sale,M/s Pinnacle Solutions,Unknown State,Unknown Region,SPONGE IRON,62.62,25850.0,1618727.0,145685.43,145685.43,0,1618727.0,1910097.86
2026-07-04,GST/0195/26-27,GST Sales,Sale,M/s Pinnacle Solutions,Unknown State,Unknown Region,SPONGE IRON,50.43,25850.0,1303615.5,117325.4,117325.4,0,1303615.5,1538266.3
2026-07-06,GST/0198/26-27,GST Sales,Sale,Shivans Steel Private Limited (Sales A/c),Unknown State,Unknown Region,SPONGE IRON,65.57,25800.0,1691706.0,152253.54,152253.54,0,1691706.0,1996213.08
2026-07-08,GST/0203/26-27,GST Sales,Sale,Anantech Ventures Limited (Sales A/c),Unknown State,Unknown Region,SPONGE IRON,65.07,26800.0,1743876.0,156948.84,156948.84,0,1743876.0,2057773.68
2026-07-07,GST/0199/26-27,GST Sales,Sale,Shivans Steel Private Limited (Sales A/c),Unknown State,Unknown Region,SPONGE IRON,64.68,25375.0,1641255.0,147712.95,147712.95,0,1641255.0,1936680.9
2026-07-08,GST/0204/26-27,GST Sales,Sale,SURYANSH TRACKING SYSTEMS PVT LTD,Unknown State,Unknown Region,SPONGE IRON,41.67,26680.0,1111755.6,100058.0,100058.0,0,1111755.6,1311871.6
2026-07-07,GST/0200/26-27,GST Sales,Sale,SURYANSH TRACKING SYSTEMS PVT LTD,Unknown State,Unknown Region,SPONGE IRON,61.31,14980.0,918423.8,82658.14,82658.14,0,918423.8,1083740.08
2026-07-07,GST/0201/26-27,GST Sales,Sale,SURYANSH TRACKING SYSTEMS PVT LTD,Unknown State,Unknown Region,SPONGE IRON,19.12,25830.0,493869.6,150794.12,150794.12,0,1675490.3,1977078.54
2026-07-07,GST/0201/26-27,GST Sales,Sale,SURYANSH TRACKING SYSTEMS PVT LTD,Unknown State,Unknown Region,SPONGE IRON,35.29,25830.0,911540.7,0.0,0.0,0.0,0.0,0.0
2026-07-07,GST/0201/26-27,GST Sales,Sale,SURYANSH TRACKING SYSTEMS PVT LTD,Unknown State,Unknown Region,SPONGE IRON,10.55,25600.0,270080.0,0.0,0.0,0.0,0.0,0.0
2026-07-11,GST/0206/26-27,GST Sales,Sale,SURYANSH TRACKING SYSTEMS PVT LTD,Unknown State,Unknown Region,SPONGE IRON,41.78,25380.0,1060376.4,95433.88,95433.88,0,1060376.4,1251244.16
2026-07-10,GST/0205/26-27,GST Sales,Sale,Anantech Ventures Limited (Sales A/c),Unknown State,Unknown Region,SPONGE IRON,64.33,26800.0,1724044.0,155163.96,155163.96,0,1724044.0,2034371.92
2026-07-11,GST/0207/26-27,GST Sales,Sale,Anantech Ventures Limited (Sales A/c),Unknown State,Unknown Region,SPONGE IRON,55.43,26800.0,1485524.0,155222.1,155222.1,0,1724690.0,2035134.2
2026-07-11,GST/0207/26-27,GST Sales,Sale,Anantech Ventures Limited (Sales A/c),Unknown State,Unknown Region,SPONGE IRON,9.27,25800.0,239166.0,0.0,0.0,0.0,0.0,0.0
2026-07-12,GST/0208/26-27,GST Sales,Sale,SURYANSH TRACKING SYSTEMS PVT LTD,Unknown State,Unknown Region,SPONGE IRON,81.5,24880.0,2027720.0,182494.8,182494.8,0,2027720.0,2392709.6
